ts,soc_tctl_C,igpu_edge_C,igpu_power_W
1781714563,37.1,35.0,12.09
1781714568,36.6,36.0,11.10
1781714573,36.6,35.0,12.01
1781714578,36.5,35.0,12.03
1781714583,36.4,35.0,12.06
1781714588,36.4,35.0,12.02
1781714593,36.1,34.0,11.09
1781714599,36.0,35.0,11.05
1781714604,35.9,34.0,11.08
1781714609,35.8,34.0,11.06
1781714614,35.8,34.0,11.06
1781714619,35.8,35.0,11.07
1781714624,35.5,34.0,11.07
1781714629,35.4,34.0,12.01
1781714634,35.5,34.0,12.07
1781714639,35.2,34.0,12.05
1781714644,35.1,34.0,8.04
1781714649,34.8,33.0,7.10
1781714654,34.8,33.0,7.09
1781714659,34.6,34.0,8.01
1781714664,34.5,33.0,7.07
1781714669,34.4,33.0,9.05
1781714674,37.5,34.0,20.05
1781714679,35.8,34.0,16.05
1781714684,36.9,34.0,20.05
1781714689,37.4,35.0,21.01
1781714694,37.8,36.0,22.03
1781714699,38.2,36.0,21.09
1781714704,38.8,37.0,22.09
1781714709,39.2,37.0,22.05
1781714714,39.5,37.0,21.05
1781714719,40.0,38.0,23.08
1781714724,40.8,38.0,24.00
1781714729,40.8,39.0,22.08
1781714734,41.4,39.0,22.07
1781714739,41.8,39.0,21.09
1781714744,42.0,40.0,21.00
1781714749,42.2,40.0,21.09
1781714754,42.5,40.0,20.08
1781714759,42.8,40.0,20.07
1781714765,43.0,41.0,21.01
1781714770,43.5,41.0,21.02
1781714775,43.8,41.0,20.02
1781714780,43.9,42.0,20.03
1781714785,44.1,41.0,20.02
1781714790,43.8,41.0,20.05
1781714795,43.5,40.0,20.09
1781714800,43.5,40.0,21.08
1781714805,43.1,40.0,21.02
1781714810,42.9,40.0,20.08
1781714815,42.6,40.0,21.03
1781714820,42.5,39.0,20.09
1781714825,42.1,40.0,21.05
1781714830,42.1,39.0,22.05
1781714835,41.6,40.0,20.05
1781714840,41.6,39.0,21.08
1781714845,41.6,39.0,21.06
1781714850,41.4,39.0,22.01
1781714855,41.4,39.0,22.10
1781714860,41.8,39.0,23.05
1781714865,41.2,39.0,21.09
1781714870,41.2,39.0,21.05
1781714875,41.1,38.0,20.10
1781714880,41.2,39.0,23.01
1781714885,40.9,38.0,21.03
1781714890,40.9,39.0,21.04
1781714895,40.8,39.0,23.04
1781714900,41.0,38.0,23.02
1781714905,40.9,38.0,22.10
1781714910,40.8,39.0,22.07
1781714915,40.8,38.0,22.07
1781714920,40.9,38.0,22.09
1781714925,41.0,39.0,23.01
1781714930,40.6,38.0,22.01
1781714936,40.6,38.0,22.06
1781714941,40.6,38.0,22.09
1781714946,40.8,38.0,23.04
1781714951,40.9,38.0,23.07
1781714956,40.8,38.0,23.08
1781714961,40.4,38.0,22.06
1781714966,40.8,39.0,22.06
1781714971,40.6,38.0,21.07
1781714976,40.4,38.0,21.00
1781714981,40.6,38.0,20.07
1781714986,40.5,38.0,20.05
1781714991,40.4,38.0,21.01
1781714996,40.2,38.0,21.00
1781715001,40.1,38.0,20.05
1781715006,40.0,38.0,20.09
1781715011,40.1,38.0,21.00
1781715016,40.0,37.0,20.09
1781715021,39.8,37.0,20.09
1781715026,40.0,38.0,20.06
1781715031,39.9,37.0,20.08
1781715036,39.8,37.0,20.08
1781715041,40.0,37.0,20.08
1781715046,40.0,37.0,20.05
1781715051,39.9,37.0,20.07
1781715056,39.9,38.0,20.07
1781715061,39.6,37.0,21.02
1781715066,39.8,37.0,20.07
1781715071,39.6,37.0,20.07
1781715076,39.6,37.0,20.07
1781715081,39.5,37.0,21.01
1781715086,39.8,37.0,20.06
1781715091,39.9,37.0,21.10
1781715096,39.8,37.0,20.09
1781715101,39.6,37.0,20.06
1781715107,39.9,37.0,21.08
1781715112,39.6,37.0,21.02
1781715117,39.8,37.0,20.04
1781715122,39.5,37.0,20.02
1781715127,39.5,37.0,20.09
1781715132,39.6,37.0,20.07
1781715137,39.4,36.0,20.02
1781715142,39.4,37.0,20.02
1781715147,39.4,36.0,21.07
1781715152,39.2,37.0,19.09
1781715157,39.4,37.0,20.07
1781715162,39.4,36.0,20.04
1781715167,39.2,37.0,20.05
1781715172,39.5,37.0,20.08
1781715177,39.4,37.0,20.06
1781715182,39.5,36.0,21.03
1781715187,39.2,37.0,20.04
1781715192,39.2,37.0,20.08
1781715197,39.4,37.0,21.04
1781715202,39.5,37.0,21.03
1781715207,39.4,37.0,21.04
1781715212,39.8,37.0,21.07
1781715217,39.4,37.0,20.05
1781715222,39.2,36.0,20.02
1781715227,39.4,37.0,20.06
1781715232,39.5,37.0,22.01
1781715237,39.4,37.0,20.04
1781715242,39.2,37.0,21.06
1781715247,39.4,37.0,21.02
1781715252,39.4,37.0,19.09
1781715257,39.2,37.0,20.02
1781715262,39.4,37.0,20.01
1781715267,39.6,37.0,22.03
1781715273,39.4,36.0,20.10
1781715278,39.4,37.0,20.06
1781715283,39.8,38.0,22.01
1781715288,39.4,36.0,21.02
1781715293,39.4,37.0,21.03
1781715298,39.2,37.0,20.05
1781715303,39.4,37.0,20.05
1781715308,39.4,36.0,20.04
1781715313,39.2,37.0,20.05
1781715318,39.2,37.0,20.08
1781715323,39.0,37.0,20.10
1781715328,39.2,36.0,20.05
1781715333,39.4,37.0,20.04
1781715338,39.2,36.0,20.05
1781715343,39.2,37.0,20.00
1781715348,39.2,38.0,21.07
1781715353,39.1,36.0,20.08
1781715358,39.2,37.0,21.03
1781715363,39.1,36.0,20.03
1781715368,39.0,36.0,20.02
1781715373,39.0,37.0,20.07
1781715378,39.5,37.0,20.07
1781715383,39.9,37.0,21.04
1781715388,40.1,38.0,21.05
1781715393,40.4,38.0,21.02
1781715398,40.8,38.0,20.07
1781715403,41.1,39.0,20.07
1781715408,41.5,39.0,20.09
1781715413,42.8,39.0,23.04
1781715418,42.2,40.0,20.06
1781715423,42.6,40.0,20.05
1781715428,43.1,40.0,21.02
1781715433,43.2,41.0,20.04
1781715438,43.5,41.0,20.08
1781715443,43.9,41.0,20.07
1781715449,59.0,42.0,44.00
1781715454,61.0,42.0,35.00
1781715459,46.4,41.0,21.03
1781715464,44.0,40.0,22.02
1781715469,43.2,40.0,20.08
1781715474,42.8,40.0,21.06
1781715479,42.5,40.0,21.04
1781715484,41.9,39.0,20.04
1781715489,41.6,39.0,19.10
1781715494,41.4,39.0,19.07
1781715499,41.1,38.0,20.01
1781715504,40.8,38.0,20.05
1781715509,40.8,38.0,20.06
1781715514,40.6,38.0,20.06
1781715519,40.4,38.0,20.04
1781715524,40.2,37.0,20.04
1781715529,40.1,37.0,20.04
1781715534,40.0,37.0,20.02
1781715539,39.9,37.0,20.04
1781715544,40.0,37.0,20.06
1781715549,39.9,37.0,21.01
1781715554,40.2,38.0,20.10
1781715559,40.8,38.0,20.08
1781715564,41.0,39.0,20.08
1781715569,41.4,39.0,20.06
1781715574,41.8,39.0,20.07
1781715579,42.0,40.0,21.03
1781715584,42.2,40.0,20.07
1781715589,42.8,40.0,20.04
1781715594,43.1,41.0,20.06
1781715599,43.4,41.0,21.01
1781715604,43.6,41.0,21.04
1781715609,43.9,42.0,20.05
1781715615,44.2,41.0,21.01
1781715620,43.9,41.0,20.05
1781715625,43.9,41.0,21.02
1781715630,43.4,40.0,20.08
1781715635,43.1,40.0,20.08
1781715640,43.1,40.0,21.03
1781715645,42.9,40.0,20.07
1781715650,43.0,40.0,21.06
1781715655,42.6,40.0,21.02
1781715660,42.2,40.0,21.05
1781715665,42.2,40.0,20.07
1781715670,42.0,40.0,20.09
1781715675,41.8,40.0,21.03
1781715680,41.8,39.0,20.07
1781715685,41.8,39.0,20.03
1781715690,41.6,39.0,20.04
1781715695,41.6,39.0,20.06
1781715700,41.2,38.0,20.02
1781715705,41.2,38.0,19.07
1781715710,41.4,39.0,21.01
1781715715,41.0,38.0,20.03
1781715720,41.0,39.0,21.02
1781715725,40.8,38.0,19.06
1781715730,40.9,38.0,20.01
1781715735,40.6,38.0,21.00
1781715740,41.1,38.0,22.05
1781715745,40.6,38.0,20.08
1781715750,40.6,38.0,20.08
1781715755,40.5,38.0,20.09
1781715760,40.9,38.0,21.05
1781715765,40.5,38.0,21.04
1781715770,40.4,38.0,20.09
1781715775,40.2,38.0,20.09
1781715780,40.2,38.0,20.10
1781715786,40.2,37.0,20.06
1781715791,40.1,38.0,22.02
1781715796,49.6,39.0,44.04
1781715801,41.6,38.0,23.09
1781715806,40.8,38.0,20.09
1781715811,40.5,38.0,21.03
1781715816,40.5,38.0,20.03
1781715821,40.4,38.0,21.01
1781715826,40.6,38.0,20.09
1781715831,40.4,38.0,20.03
1781715836,40.2,37.0,21.02
1781715841,40.2,37.0,20.07
1781715846,40.2,38.0,20.04
1781715851,40.1,38.0,20.09
1781715856,40.1,38.0,20.06
1781715861,40.1,38.0,20.05
1781715866,40.5,38.0,21.04
1781715871,40.6,38.0,20.05
1781715876,41.0,38.0,20.07
1781715881,41.1,39.0,19.05
1781715886,41.8,39.0,20.04
1781715891,41.9,40.0,20.04
1781715896,42.2,40.0,21.03
1781715901,42.5,40.0,20.05
1781715906,42.8,41.0,19.09
1781715911,43.2,41.0,20.05
1781715916,43.4,41.0,20.09
1781715921,43.9,41.0,20.08
1781715926,44.0,42.0,20.07
1781715931,44.1,41.0,20.06
1781715936,43.9,41.0,21.02
1781715941,43.6,41.0,21.04
1781715946,43.2,40.0,22.03
1781715952,43.1,40.0,20.06
1781715957,42.9,40.0,20.05
1781715962,42.8,40.0,21.03
1781715967,42.5,39.0,20.06
1781715972,42.9,40.0,20.05
1781715977,42.6,40.0,22.04
1781715982,42.2,39.0,20.02
1781715987,42.0,39.0,20.02
1781715992,41.8,39.0,20.01
1781715997,41.8,39.0,20.10
1781716002,41.8,40.0,21.07
1781716007,41.5,39.0,20.06
1781716012,41.4,38.0,20.06
1781716017,41.2,38.0,20.07
1781716022,41.1,38.0,20.06
1781716027,41.6,38.0,23.01
1781716032,41.0,38.0,20.09
